llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,0,0,106980899,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,1,1,107432154,1,128,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,2,1,107504153,1,128,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,3,1,107571987,1,128,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,4,1,107646354,1,128,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,5,1,107778518,2,127,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,6,1,107854137,2,127,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,7,1,107927172,2,127,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,8,1,108007278,2,127,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,9,1,108191623,3,127,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,10,1,108272239,3,126,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,11,1,108343684,3,126,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,12,1,108421436,3,126,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,13,1,108500719,4,126,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,14,1,108568503,4,125,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,15,1,108639987,4,125,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,16,1,108718726,4,125,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,17,1,108795786,5,125,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,18,1,108863948,5,124,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,19,1,108933751,5,124,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,20,1,109009605,5,124,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,21,1,109087629,6,124,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,22,1,109156078,6,123,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,23,1,109226586,6,123,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,24,1,109303231,6,123,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,25,1,109411908,7,123,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,26,1,109479453,7,122,6,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,27,1,109548333,7,122,6,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,28,1,109621210,7,122,6,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,29,1,109700209,8,122,6,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,30,1,109767857,8,121,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,31,1,109838184,8,121,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,32,1,109912671,8,121,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,33,1,109992301,8,113,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,34,1,110051774,8,0,8,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,35,1,110133685,8,121,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,36,1,110201442,8,121,7,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,128,0,10,37,1,110273023,8,121,7,0,0,0
