llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,0,0,65770702,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,1,1,66255065,1,512,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,2,1,66471315,2,511,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,3,1,66736911,3,511,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,4,1,66902800,4,510,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,5,1,67111076,5,509,3,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,6,1,67283863,6,508,4,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,7,1,67451149,7,507,5,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,8,1,67616055,8,506,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,9,1,67737263,8,29,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,10,1,67799915,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,11,1,67875277,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,12,1,67946572,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,13,1,68007486,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,14,1,68067241,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,15,1,68127016,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,16,1,68187390,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,17,1,68248282,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,18,1,68308141,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,19,1,68369495,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,20,1,68429397,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,21,1,68488594,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,22,1,68547913,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,23,1,68608129,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,24,1,68667956,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,25,1,68726418,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,26,1,68787154,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,27,1,68846719,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,28,1,68907527,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,29,1,68972536,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,30,1,69032450,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,31,1,69096236,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,32,1,69327409,8,505,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,33,1,69521950,8,506,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,34,1,69591003,7,15,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,35,1,69714235,6,0,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,36,1,69796947,5,0,5,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,37,1,69860541,4,0,4,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,38,1,69923496,3,0,3,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,39,1,69995160,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,40,1,70056393,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,41,1,70118461,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,42,1,70179728,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,43,1,70238773,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,44,1,70299076,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,45,1,70359921,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,46,1,70420546,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,47,1,70481843,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,48,1,70542745,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,49,1,70603442,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,50,1,70663244,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,51,1,70724296,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,52,1,70784697,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,53,1,70845054,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,54,1,70904742,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,55,1,70966668,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,56,1,71028079,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,57,1,71090229,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,58,1,71150189,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,59,1,71210975,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,60,1,71272356,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,61,1,71334221,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,62,1,71395142,2,0,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,63,1,71462343,1,0,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,64,0,71515481,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,65,0,71516478,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,66,0,71517516,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,67,0,71528534,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,68,0,71533114,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,69,0,71540791,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,70,0,71548709,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,71,0,71784206,8,512,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,72,0,71971136,8,505,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,73,0,72220693,8,505,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,74,0,72534856,8,505,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,75,0,72760299,8,254,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,76,0,72824438,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,77,0,72885122,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,78,0,72944535,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,79,0,73004160,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,80,0,73065849,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,81,0,73126996,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,82,0,73189638,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,83,0,73250649,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,84,0,73320352,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,85,0,73384876,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,86,0,73446476,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,87,0,73509895,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,88,0,73573027,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,89,0,73634214,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,90,0,73694280,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,91,0,73756216,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,92,0,73820654,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,93,0,73882100,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,94,0,73943239,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,95,0,74004282,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,96,0,74064792,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,97,0,74125071,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,98,0,74184961,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,99,0,74245596,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,100,0,74310174,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,101,0,74371397,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,102,0,74438502,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,103,0,74505841,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,104,0,74569926,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,105,0,74631228,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,106,0,74691490,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,107,0,74752457,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,108,0,74813598,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,109,0,74874900,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,110,0,74946380,8,42,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,111,0,75006750,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,112,0,75068194,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,113,0,75126844,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,114,0,75187084,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,115,0,75246894,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,116,0,75311926,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,117,0,75371959,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,118,0,75435819,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,119,0,75495756,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,120,0,75559677,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,121,0,75619720,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,122,0,75681115,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,123,0,75741547,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,124,0,75802085,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,125,0,75865826,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,126,0,75927076,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,127,0,75989762,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,128,0,76051039,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,129,0,76110649,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,130,0,76172659,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,131,0,76231879,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,132,0,76291399,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,133,0,76356437,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,134,0,76416946,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,135,0,76476301,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,136,0,76536986,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,137,0,76599098,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,138,0,76659889,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,139,0,76720887,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,140,0,76780047,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,141,0,76842516,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,142,0,76903383,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,143,0,76963446,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,144,0,77026078,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,145,0,77086709,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,146,0,77147704,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,147,0,77207866,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,148,0,77268711,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,149,0,77327924,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,150,0,77388687,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,151,0,77449392,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,152,0,77510586,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,153,0,77571018,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,154,0,77631628,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,155,0,77691348,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,156,0,77751783,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,157,0,77816343,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,158,0,77878154,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,159,0,77938488,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,160,0,78001160,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,161,0,78060591,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,162,0,78120885,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,163,0,78182212,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,164,0,78241951,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,165,0,78301320,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,166,0,78361617,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,167,0,78421020,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,168,0,78480262,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,169,0,78539442,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,170,0,78599728,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,171,0,78659038,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,172,0,78723499,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,173,0,78784484,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,174,0,78845676,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,512,0,10,175,0,78907082,8,0,8,0,0,0
