llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,0,0,100529689,0,0,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,1,1,100957039,1,256,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,2,1,101060944,1,256,0,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,3,1,101216456,2,255,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,4,1,101326205,2,255,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,5,1,101544536,3,255,1,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,6,1,101653163,3,254,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,7,1,101763055,4,254,2,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,8,1,101872287,4,253,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,9,1,101979608,5,253,3,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,10,1,102086635,5,252,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,11,1,102194818,6,252,4,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,12,1,102303294,6,251,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,13,1,102407773,7,251,5,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,14,1,102514701,7,250,6,0,0,0
meta-llama/llama-3.1-70b,wildchat,4,8,256,0,10,15,1,102622694,8,250,6,0,0,0
