llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,0,0,88962724,0,0,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,1,1,89409319,1,256,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,2,1,89514601,1,256,0,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,3,1,89666139,2,255,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,4,1,89775822,2,255,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,5,1,89993866,3,255,1,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,6,1,90103397,3,254,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,7,1,90212989,4,254,2,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,8,1,90322184,4,253,3,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,9,1,90429525,5,253,3,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,10,1,90536802,5,252,4,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,11,1,90644974,6,252,4,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,12,1,90752875,6,251,5,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,13,1,90858244,7,251,5,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,14,1,90965425,7,250,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,15,1,91072797,8,250,6,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,16,1,91180688,8,249,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,17,1,91305324,8,57,7,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,18,1,91365926,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,19,1,91425111,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,20,1,91484952,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,21,1,91544382,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,22,1,91604881,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,23,1,91664548,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,24,1,91725415,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,25,1,91785123,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,26,1,91880846,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,27,1,91963652,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,28,1,92034218,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,29,1,92097487,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,30,1,92158462,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,31,1,92219497,8,0,8,0,0,0
meta-llama/llama-3.1-70b,sharegpt,4,8,256,0,10,32,1,92279614,8,0,8,0,0,0
